Date,Open,High,Low,Close,Adj Close,Var.Day(%),Class,Volume
2009-09-17,60409,61027,60116,60236,60236,-0.29,Baixa,1594200
2009-09-18,60236,60710,60158,60703,60703,0.78,Alta,1290400
2009-09-21,60703,61066,60014,60928,60928,0.37,Alta,1358600
2009-09-22,60938,62017,60938,61493,61493,0.93,Alta,1587200
2009-09-23,61489,61630,60478,60496,60496,-1.62,Baixa,1521000
2009-09-24,60496,60978,59600,60046,60046,-0.74,Baixa,1312000
2009-09-25,60045,60472,59755,60356,60356,0.52,Alta,989800
2009-09-28,60357,61317,60357,61317,61317,1.59,Alta,955800
2009-09-29,61316,61599,60750,61235,61235,-0.13,Baixa,1175400
2009-09-30,61241,61926,60978,61518,61518,0.46,Alta,1544800
2009-10-01,61519,61519,60306,60459,60459,-1.72,Baixa,1401200
2009-10-02,60453,61333,59678,61172,61172,1.18,Alta,1736000
2009-10-05,61178,62460,61178,62369,62369,1.96,Alta,1335400
2009-10-06,62378,63291,62002,62671,62671,0.48,Alta,1665600
2009-10-07,62666,63015,62104,62638,62638,-0.05,Baixa,1413600
2009-10-08,62640,63816,62640,63760,63760,1.79,Alta,1766000
2009-10-09,63772,64177,63493,64071,64071,0.49,Alta,1153000
2009-10-13,64075,64646,63967,64646,64646,0.90,Alta,1190600
2009-10-14,64653,66393,64653,66201,66201,2.41,Alta,2096400
2009-10-15,66199,66703,65837,66703,66703,0.76,Alta,1328400
2009-10-16,66703,66703,65499,66200,66200,-0.75,Baixa,1484600
2009-10-19,66200,67530,66194,67239,67239,1.57,Alta,1402200
2009-10-20,67231,67231,64076,65303,65303,-2.88,Baixa,2649200
2009-10-21,65302,67157,65221,65486,65486,0.28,Alta,1792600
2009-10-22,65490,66502,65454,66135,66135,0.99,Alta,1273200
2009-10-23,66144,66982,64988,65059,65059,-1.63,Baixa,1393800
2009-10-26,65056,65901,64501,65086,65086,0.04,Alta,1380400
2009-10-27,65090,65498,63161,63161,63161,-2.96,Baixa,1499200
2009-10-28,63161,63173,60146,60162,60162,-4.75,Baixa,2238800
2009-10-29,60167,63907,60167,63721,63721,5.92,Alta,1747800
2009-10-30,63721,64226,60913,61546,61546,-3.41,Baixa,1996200
2009-11-03,61539,63237,60724,62643,62643,1.78,Alta,1902600
2009-11-04,62650,64142,62650,63913,63913,2.03,Alta,1891200
2009-11-05,63907,64830,63700,64816,64816,1.41,Alta,1575600
2009-11-06,64820,65094,63587,64466,64466,-0.54,Baixa,1659000
2009-11-09,64475,66236,64475,66214,66214,2.71,Alta,1599800
2009-11-10,66214,66709,65706,66303,66303,0.13,Alta,1652000
2009-11-11,66303,67170,66028,66431,66431,0.19,Alta,1807800
2009-11-12,66427,66614,64319,64448,64448,-2.99,Baixa,1914400
2009-11-13,64452,65788,64229,65326,65326,1.36,Alta,1859000
2009-11-16,65326,66896,65326,66627,66627,1.99,Alta,1757800
2009-11-17,66632,67409,66232,67406,67406,1.17,Alta,1733800
2009-11-18,67430,68060,66494,66516,66516,-1.32,Baixa,1592000
2009-11-19,66514,66564,65547,66327,66327,-0.28,Baixa,1467000
2009-11-23,66335,67365,66335,66809,66809,0.73,Alta,1582600
2009-11-24,66812,67317,65969,67317,67317,0.76,Alta,1348000
2009-11-25,67319,67997,67241,67917,67917,0.89,Alta,1385400
2009-11-26,67911,67911,66236,66392,66392,-2.25,Baixa,825600
2009-11-27,66371,67086,65737,67082,67082,1.04,Alta,1172000
2009-11-30,67082,67545,66876,67044,67044,-0.06,Baixa,2224800
2009-12-01,67051,68616,67051,68546,68546,2.24,Alta,2326400
2009-12-02,68412,69139,68412,68615,68615,0.10,Alta,1362000
2009-12-03,68622,69336,68308,68315,68315,-0.44,Baixa,1223400
2009-12-04,68316,69361,67328,67604,67604,-1.04,Baixa,1410600
2009-12-07,67611,68866,67611,68512,68512,1.34,Alta,1186200
2009-12-08,68511,68511,67470,67729,67729,-1.14,Baixa,1550000
2009-12-09,67736,68272,67484,68012,68012,0.42,Alta,1141400
2009-12-10,68021,68912,68021,68728,68728,1.05,Alta,1473200
2009-12-11,68750,69502,68750,69267,69267,0.78,Alta,1489600
2009-12-14,69273,69785,69193,69349,69349,0.12,Alta,1294000
2009-12-15,69345,69515,68822,69311,69311,-0.05,Baixa,1284200
2009-12-16,69310,69622,68466,68622,68622,-0.99,Baixa,1710000
2009-12-17,68619,68619,66792,67068,67068,-2.26,Baixa,1339400
2009-12-18,67068,67281,66322,66794,66794,-0.41,Baixa,1075200
2009-12-21,66806,67671,65925,65925,65925,-1.30,Baixa,1406000
2009-12-22,65940,67421,65940,67418,67418,2.26,Alta,1272600
2009-12-23,67418,67810,66943,67589,67589,0.25,Alta,904400
2009-12-28,67591,68277,67591,67902,67902,0.46,Alta,556400
2009-12-29,67902,68309,67902,68296,68296,0.58,Alta,669200
2009-12-30,68277,68588,67749,68588,68588,0.43,Alta,1182200
2010-01-04,68587,70081,68587,70045,70045,2.12,Alta,1655400
2010-01-05,70046,70595,69928,70240,70240,0.28,Alta,1984200
2010-01-06,70237,70937,70016,70729,70729,0.70,Alta,2243600
2010-01-07,70723,70723,70045,70451,70451,-0.39,Baixa,1555000
2010-01-08,70455,70766,70158,70263,70263,-0.27,Baixa,1634400
2010-01-11,70267,71068,70158,70433,70433,0.24,Alta,1569000
2010-01-12,70429,70429,69284,70076,70076,-0.51,Baixa,1628600
2010-01-13,70081,70626,69535,70385,70385,0.44,Alta,1818800
2010-01-14,70377,70508,69661,69801,69801,-0.83,Baixa,1830200
2010-01-15,69780,69788,68695,68978,68978,-1.18,Baixa,1648400
2010-01-18,68983,69748,68983,69401,69401,0.61,Alta,1139000
2010-01-19,69396,70036,68867,69909,69909,0.73,Alta,1323400
2010-01-20,69901,69901,67546,68200,68200,-2.44,Baixa,1990600
2010-01-21,68200,68458,65996,66270,66270,-2.83,Baixa,2263800
2010-01-22,66264,66660,65445,66220,66220,-0.08,Baixa,1305000
2010-01-26,66213,66213,64719,65524,65524,-1.05,Baixa,1990400
2010-01-27,65527,65663,64553,65070,65070,-0.69,Baixa,1813600
2010-01-28,65071,66049,64541,65588,65588,0.80,Alta,1649400
2010-01-29,65591,66576,65140,65402,65402,-0.28,Baixa,1823200
2010-02-01,65402,66763,65362,66572,66572,1.79,Alta,1494400
2010-02-02,66589,67321,66539,67163,67163,0.89,Alta,1587800
2010-02-03,67163,67347,66774,67109,67109,-0.08,Baixa,1765000
2010-02-04,67100,67100,63750,63934,63934,-4.73,Baixa,2262400
2010-02-05,63934,64001,61341,62763,62763,-1.83,Baixa,3053000
2010-02-08,62760,63923,62728,63153,63153,0.62,Alta,1875600
2010-02-09,63164,65526,63164,64718,64718,2.48,Alta,1357400
2010-02-10,64721,65170,64320,65051,65051,0.51,Alta,891000
2010-02-11,65050,66145,64344,66129,66129,1.66,Alta,1259000
2010-02-12,66129,66133,65123,65855,65855,-0.41,Baixa,873200
2010-02-17,65863,67542,65863,67285,67285,2.17,Alta,0
2010-02-18,67285,67836,66550,67836,67836,0.82,Alta,1286600
2010-02-19,67811,67935,67210,67597,67597,-0.35,Baixa,1248000
2010-02-22,67598,68120,67035,67184,67184,-0.61,Baixa,1401600
2010-02-23,67179,67179,65660,66108,66108,-1.60,Baixa,1644800
2010-02-24,66110,66514,65534,65795,65795,-0.47,Baixa,1573000
2010-02-25,65765,66325,64429,66121,66121,0.50,Alta,1792200
2010-02-26,66118,66510,65607,66503,66503,0.58,Alta,1731400
2010-03-01,66511,67397,66511,67228,67228,1.09,Alta,1363000
2010-03-02,67228,68250,67228,67779,67779,0.82,Alta,1708600
2010-03-03,67780,68813,67482,67641,67641,-0.20,Baixa,2113800
2010-03-04,67643,68198,66924,67815,67815,0.26,Alta,1398600
2010-03-05,67823,68930,67823,68847,68847,1.52,Alta,1950600
2010-03-08,68851,69070,68318,68575,68575,-0.40,Baixa,1428200
2010-03-09,68573,70144,68255,69576,69576,1.46,Alta,2464200
2010-03-10,69578,70476,69578,69979,69979,0.58,Alta,1909200
2010-03-11,69981,70183,69411,69885,69885,-0.13,Baixa,1627200
2010-03-12,69901,70486,69341,69341,69341,-0.78,Baixa,1569000
2010-03-15,69340,69384,68623,69024,69024,-0.46,Baixa,1453000
2010-03-16,69023,69949,69022,69942,69942,1.33,Alta,1302400
2010-03-17,69945,70424,69376,69723,69723,-0.31,Baixa,1372000
2010-03-18,69726,70128,68972,69697,69697,-0.04,De Lado,1656200
2010-03-19,69701,69998,68773,68829,68829,-1.25,Baixa,1957400
2010-03-22,68814,69121,67899,69042,69042,0.31,Alta,1395200
2010-03-23,69049,69613,68913,69387,69387,0.50,Alta,1606600
2010-03-24,69382,69677,68744,68913,68913,-0.68,Baixa,1597400
2010-03-25,68916,69572,68377,68442,68442,-0.68,Baixa,1478400
2010-03-26,68442,68910,68024,68683,68683,0.35,Alta,1771400
2010-03-29,68681,69943,68681,69939,69939,1.83,Alta,1528000
2010-03-30,69942,70451,69750,69960,69960,0.03,De Lado,1490000
2010-03-31,69960,70392,69573,70372,70372,0.59,Alta,1676800
2010-04-01,70375,71401,70373,71136,71136,1.09,Alta,1552800
2010-04-05,71148,71645,71148,71290,71290,0.22,Alta,1316000
2010-04-06,71290,71711,70823,71096,71096,-0.27,Baixa,1697000
2010-04-07,71092,71257,70531,70793,70793,-0.43,Baixa,1720400
2010-04-08,70793,71805,70462,71785,71785,1.40,Alta,1701800
2010-04-09,71783,71989,71307,71417,71417,-0.51,Baixa,1680000
2010-04-12,71414,71607,70505,70614,70614,-1.12,Baixa,1471600
2010-04-13,70618,71053,70169,70792,70792,0.25,Alta,1634200
2010-04-14,70794,71207,70628,71035,71035,0.34,Alta,1758800
2010-04-15,71036,71066,70429,70524,70524,-0.72,Baixa,2264600
2010-04-16,70522,70522,69013,69421,69421,-1.56,Baixa,2043800
2010-04-19,69418,69431,68378,69098,69098,-0.47,Baixa,1722000
2010-04-20,69101,69702,69101,69318,69318,0.32,Alta,1750200
2010-04-22,69313,69528,68081,69386,69386,0.10,Alta,1787200
2010-04-23,69388,69709,68832,69509,69509,0.18,Alta,1366800
2010-04-26,69509,69810,68813,68872,68872,-0.92,Baixa,1179400
2010-04-27,68868,68868,66499,66511,66511,-3.43,Baixa,2062200
2010-04-28,66513,67253,65914,66656,66656,0.22,Alta,1855600
2010-04-29,66661,68012,66661,67978,67978,1.98,Alta,1609400
2010-04-30,67975,67975,67243,67530,67530,-0.66,Baixa,2120200
2010-05-03,67534,67969,66723,67119,67119,-0.61,Baixa,1776000
2010-05-04,67116,67116,64588,64869,64869,-3.35,Baixa,2820000
2010-05-05,64859,65612,63533,64914,64914,0.07,Alta,2681200
2010-05-06,64915,65533,60774,63414,63414,-2.31,Baixa,3207600
2010-05-07,63416,63945,61663,62871,62871,-0.86,Baixa,2903400
2010-05-10,62872,66083,62872,65453,65453,4.11,Alta,2377400
2010-05-11,65449,65733,64425,64425,64425,-1.57,Baixa,2401600
2010-05-12,64438,65351,64438,65224,65224,1.24,Alta,1981400
2010-05-13,65223,65427,64738,64788,64788,-0.67,Baixa,1798200
2010-05-14,64787,64787,63050,63412,63412,-2.12,Baixa,2220800
2010-05-17,63406,63593,61825,62866,62866,-0.86,Baixa,2746000
2010-05-18,62871,63529,60810,60841,60841,-3.22,Baixa,2787000
2010-05-19,60841,60850,59068,59689,59689,-1.89,Baixa,3203000
2010-05-20,59684,59684,57634,58192,58192,-2.51,Baixa,3369200
2010-05-21,58192,60303,57997,60259,60259,3.55,Alta,2558200
2010-05-24,60255,60850,59815,59915,59915,-0.57,Baixa,1792600
2010-05-25,59912,59912,57876,59184,59184,-1.22,Baixa,2477800
2010-05-26,59182,60701,59179,60190,60190,1.70,Alta,3638600
2010-05-27,60191,62262,60189,62092,62092,3.16,Alta,2388000
2010-05-28,62080,62247,61305,61947,61947,-0.23,Baixa,2081600
2010-05-31,61950,63047,61950,63047,63047,1.78,Alta,1197600
2010-06-01,63033,63033,61605,61841,61841,-1.91,Baixa,2253800
2010-06-02,61836,63198,61814,62943,62943,1.78,Alta,1878400
2010-06-04,62940,62940,61422,61676,61676,-2.01,Baixa,1691000
2010-06-07,61675,62119,61099,61183,61183,-0.80,Baixa,1627000
2010-06-08,61187,62000,61187,61856,61856,1.10,Alta,1605200
2010-06-09,61799,62684,61479,61479,61479,-0.61,Baixa,1736400
2010-06-10,61484,63146,61484,63049,63049,2.55,Alta,1717000
2010-06-11,63044,63766,62371,63605,63605,0.88,Alta,1345800
2010-06-14,63613,64296,63529,63533,63533,-0.11,Baixa,1793600
2010-06-15,63534,64554,63534,64442,64442,1.43,Alta,1267200
2010-06-16,64442,65097,63974,64751,64751,0.48,Alta,2441000
2010-06-17,64745,65182,64115,64541,64541,-0.32,Baixa,1888800
2010-06-18,64542,64941,64239,64438,64438,-0.16,Baixa,1871800
2010-06-21,64442,65517,64442,64829,64829,0.61,Alta,1623000
2010-06-22,64834,65831,64690,64811,64811,-0.03,De Lado,1931800
2010-06-23,64812,65161,64247,65160,65160,0.54,Alta,1762200
2010-06-24,65154,65154,63736,63937,63937,-1.88,Baixa,1786400
2010-06-25,63937,64869,63806,64824,64824,1.39,Alta,1257200
2010-06-28,64825,65105,64225,64225,64225,-0.92,Baixa,943200
2010-06-29,64216,64216,61670,61978,61978,-3.50,Baixa,2196000
2010-06-30,61972,62645,60936,60936,60936,-1.68,Baixa,1958400
2010-07-01,60935,61381,60056,61236,61236,0.49,Alta,2130000
2010-07-02,61236,61812,60764,61430,61430,0.32,Alta,1143800
2010-07-05,61436,61667,60796,60865,60865,-0.92,Baixa,760000
2010-07-06,60870,62451,60870,62065,62065,1.97,Alta,1786600
2010-07-07,62067,63313,62004,63284,63284,1.96,Alta,1732200
2010-07-08,63282,63596,62895,63476,63476,0.30,Alta,1658000
2010-07-12,63477,63972,62750,62960,62960,-0.81,Baixa,1229000
2010-07-13,62964,63777,62964,63686,63686,1.15,Alta,1583800
2010-07-14,63686,63688,63015,63479,63479,-0.33,Baixa,1450400
2010-07-15,63482,63612,62960,63489,63489,0.02,De Lado,1564800
2010-07-16,63487,63492,62298,62339,62339,-1.81,Baixa,1326400
2010-07-19,62351,63300,62351,63297,63297,1.54,Alta,1276400
2010-07-20,63290,64481,62902,64463,64463,1.84,Alta,2429400
2010-07-21,64468,65136,64209,64477,64477,0.02,De Lado,1821800
2010-07-22,64504,66213,64504,65748,65748,1.97,Alta,2320600
2010-07-23,65748,66323,65427,66323,66323,0.87,Alta,1540000
2010-07-26,66322,66619,66151,66443,66443,0.18,Alta,1234400
2010-07-27,66449,67102,66293,66674,66674,0.35,Alta,1601800
2010-07-28,66670,67051,66427,66808,66808,0.20,Alta,1939400
2010-07-29,66796,67428,66596,66954,66954,0.22,Alta,2160200
2010-07-30,66951,67608,66218,67515,67515,0.84,Alta,2088400
2010-08-02,67524,68754,67524,68517,68517,1.48,Alta,1766600
2010-08-03,68517,68561,67942,67997,67997,-0.76,Baixa,1900000
2010-08-04,67996,68534,67577,68272,68272,0.40,Alta,1875200
2010-08-05,68271,68471,68002,68412,68412,0.21,Alta,1611600
2010-08-06,68416,68509,67686,68095,68095,-0.46,Baixa,1513200
2010-08-09,68096,68513,67749,67862,67862,-0.34,Baixa,1254800
2010-08-10,67836,67836,66946,67223,67223,-0.94,Baixa,1625400
2010-08-11,67217,67217,65690,65790,65790,-2.13,Baixa,1732800
2010-08-12,65788,66027,65257,65966,65966,0.27,Alta,1546600
2010-08-13,65964,66590,65921,66264,66264,0.45,Alta,1841200
2010-08-16,66260,66868,66187,66702,66702,0.66,Alta,1394800
2010-08-17,66702,67666,66702,67584,67584,1.32,Alta,1747000
2010-08-18,67584,67745,67006,67638,67638,0.08,Alta,2367000
2010-08-19,67641,67713,66824,66887,66887,-1.11,Baixa,1920000
2010-08-20,66892,66892,66337,66677,66677,-0.31,Baixa,1414600
2010-08-23,66678,67175,65982,65982,65982,-1.04,Baixa,1379600
2010-08-24,65946,65946,65013,65156,65156,-1.25,Baixa,1604200
2010-08-25,65156,65156,64164,64803,64803,-0.54,Baixa,1753000
2010-08-26,64802,65271,63804,63867,63867,-1.44,Baixa,1773400
2010-08-27,63875,65589,63848,65585,65585,2.69,Alta,1764000
2010-08-30,65585,65585,64255,64261,64261,-2.02,Baixa,1286400
2010-08-31,64262,65182,64202,65145,65145,1.38,Alta,3284800
2010-09-01,65154,67073,65154,67073,67073,2.96,Alta,2509000
2010-09-02,67073,67168,66405,66808,66808,-0.40,Baixa,1601200
2010-09-03,66812,67673,66541,66679,66679,-0.19,Baixa,2019200
2010-09-06,66679,66949,66380,66747,66747,0.10,Alta,651400
2010-09-08,66739,66739,66101,66407,66407,-0.51,Baixa,1716000
2010-09-09,66411,66807,66353,66624,66624,0.33,Alta,1438800
2010-09-10,66622,66920,66459,66807,66807,0.27,Alta,1561000
2010-09-13,66807,68142,66807,68031,68031,1.83,Alta,2144400
2010-09-14,68030,68093,67561,67692,67692,-0.50,Baixa,2594000
2010-09-15,67690,68107,67119,68107,68107,0.61,Alta,2234200
2010-09-16,68103,68103,67507,67663,67663,-0.65,Baixa,1464400
2010-09-17,67665,67773,66993,67089,67089,-0.85,Baixa,1629400
2010-09-20,67087,68241,67009,68190,68190,1.64,Alta,1775200
2010-09-21,68189,68255,67528,67719,67719,-0.69,Baixa,1734000
2010-09-22,67711,68549,67346,68325,68325,0.89,Alta,2495200
2010-09-23,68321,69601,67892,68794,68794,0.69,Alta,3305200
2010-09-24,68800,69571,68021,68196,68196,-0.87,Baixa,3441000
2010-09-27,68197,68926,68011,68816,68816,0.91,Alta,2138600
2010-09-28,68817,69431,68455,69228,69228,0.60,Alta,1851800
2010-09-29,69225,69420,68958,69228,69228,0.00,De Lado,3067200
2010-09-30,69230,69737,68924,69430,69430,0.29,Alta,2466200
2010-10-01,69438,70243,69228,70229,70229,1.15,Alta,2452600
2010-10-04,70230,70551,70089,70385,70385,0.22,Alta,1876800
2010-10-05,70390,71285,70390,71283,71283,1.28,Alta,2713000
2010-10-06,71284,71290,70343,70541,70541,-1.04,Baixa,2780600
2010-10-07,70545,70739,69314,69918,69918,-0.88,Baixa,2587200
2010-10-08,69921,70828,69698,70809,70809,1.27,Alta,2136000
2010-10-11,70810,71111,70810,70946,70946,0.19,Alta,1169000
2010-10-13,70950,71995,70950,71675,71675,1.03,Alta,2985000
2010-10-14,71676,71961,71264,71692,71692,0.02,De Lado,2633000
2010-10-15,71699,72140,71351,71830,71830,0.19,Alta,2015200
2010-10-18,71830,71884,71341,71736,71736,-0.13,Baixa,2111600
2010-10-19,71735,71735,69628,69864,69864,-2.61,Baixa,2495200
2010-10-20,69863,70720,69814,70405,70405,0.77,Alta,2407200
2010-10-21,70406,70958,68952,69652,69652,-1.07,Baixa,2587800
2010-10-22,69658,70312,68847,69530,69530,-0.18,Baixa,2421600
2010-10-25,69536,70231,69451,69580,69580,0.07,Alta,3836000
2010-10-26,69582,70834,69055,70740,70740,1.67,Alta,2576800
2010-10-27,70735,70844,70059,70569,70569,-0.24,Baixa,2202600
2010-10-28,70573,71263,70234,70320,70320,-0.35,Baixa,2230200
2010-10-29,70322,70776,70322,70673,70673,0.50,Alta,2208800
2010-11-01,70686,71751,70673,71561,71561,1.26,Alta,1555000
2010-11-03,71560,72110,71510,71905,71905,0.48,Alta,2145800
2010-11-04,71910,73103,71910,72996,72996,1.52,Alta,2175800
2010-11-05,72987,72987,72534,72607,72607,-0.53,Baixa,1732000
2010-11-08,72607,72875,72336,72657,72657,0.07,Alta,1077600
2010-11-09,72654,73045,71651,71679,71679,-1.35,Baixa,1505000
2010-11-10,71674,71854,70868,71638,71638,-0.06,Baixa,0
2010-11-11,71639,71639,70941,71195,71195,-0.62,Baixa,1353200
2010-11-12,71191,71191,70004,70367,70367,-1.16,Baixa,1188600
2010-11-16,70364,70364,68662,69192,69192,-1.67,Baixa,2240800
2010-11-17,69189,70080,69187,69709,69709,0.75,Alta,0
2010-11-18,69716,70904,69716,70781,70781,1.54,Alta,1881600
2010-11-19,70774,70898,70236,70898,70898,0.17,Alta,1506400
2010-11-22,70898,70898,69202,69633,69633,-1.78,Baixa,1739200
2010-11-23,69629,69629,67728,67953,67953,-2.41,Baixa,2080600
2010-11-24,67955,69746,67955,69629,69629,2.47,Alta,1990600
2010-11-25,69634,69780,69362,69362,69362,-0.38,Baixa,981600
2010-11-26,69349,69349,68219,68226,68226,-1.64,Baixa,1564800
2010-11-29,68218,68422,67103,67908,67908,-0.47,Baixa,1777800
2010-11-30,67901,68476,67271,67705,67705,-0.30,Baixa,2159200
2010-12-01,67731,69605,67731,69346,69346,2.42,Alta,0
2010-12-02,69341,69943,69219,69527,69527,0.26,Alta,2111800
2010-12-03,69529,69963,68943,69766,69766,0.34,Alta,2828000
2010-12-06,69759,69932,69378,69552,69552,-0.31,Baixa,0
2010-12-07,69563,70589,69338,69338,69338,-0.31,Baixa,0
2010-12-08,69338,69354,68046,68175,68175,-1.68,Baixa,2671600
2010-12-09,68173,68561,67563,67879,67879,-0.43,Baixa,2447200
2010-12-10,67889,68514,67866,68342,68342,0.68,Alta,0
2010-12-13,68342,69221,68342,69126,69126,1.15,Alta,0
2010-12-14,69127,69127,68531,68743,68743,-0.55,Baixa,0
2010-12-15,68741,68741,67711,67870,67870,-1.27,Baixa,2962400
2010-12-16,67875,68377,67138,67306,67306,-0.83,Baixa,2401400
2010-12-17,67304,67981,66948,67981,67981,1.00,Alta,0
2010-12-20,67979,68196,67264,67264,67264,-1.05,Baixa,2352800
2010-12-21,67261,68461,67261,68215,68215,1.41,Alta,1897400
2010-12-22,68218,68472,67727,68471,68471,0.38,Alta,1656800
2010-12-23,68470,68562,68250,68486,68486,0.02,De Lado,1229400
2010-12-27,68476,68476,67803,67803,67803,-1.00,Baixa,1035400
2010-12-28,67810,68104,67810,68041,68041,0.35,Alta,0
2010-12-29,68043,69040,68043,68952,68952,1.34,Alta,1307800
2010-12-30,68953,69527,68940,69305,69305,0.51,Alta,2102200
2011-01-03,69310,70471,69305,69962,69962,0.95,Alta,1862400
2011-01-04,69962,70318,69560,70318,70318,0.51,Alta,2427200
2011-01-05,70311,71173,69802,71091,71091,1.10,Alta,2309200
2011-01-06,71093,71167,70469,70579,70579,-0.72,Baixa,2546000
2011-01-07,70580,70783,69718,70057,70057,-0.74,Baixa,1761000
2011-01-10,70056,70133,69666,70127,70127,0.10,Alta,1610800
2011-01-11,70146,70647,70145,70423,70423,0.42,Alta,2138000
2011-01-12,70429,71633,70429,71633,71633,1.72,Alta,2516000
2011-01-13,71631,71924,70719,70721,70721,-1.27,Baixa,2237800
2011-01-14,70723,71184,70397,70940,70940,0.31,Alta,1806600
2011-01-17,70940,70940,70544,70609,70609,-0.47,Baixa,1538600
2011-01-18,70612,71094,70612,70920,70920,0.44,Alta,1877400
2011-01-19,70921,71190,69966,70058,70058,-1.22,Baixa,1884800
2011-01-20,70056,70083,69177,69562,69562,-0.71,Baixa,2169600
2011-01-21,69560,70027,69095,69133,69133,-0.62,Baixa,2071800
2011-01-24,69134,69513,68786,69427,69427,0.43,Alta,1474400
2011-01-26,69427,69556,68515,68709,68709,-1.03,Baixa,2542400
2011-01-27,68717,69108,67775,68051,68051,-0.96,Baixa,2304400
2011-01-28,68051,68182,65898,66698,66698,-1.99,Baixa,2544000
2011-01-31,66697,67166,66271,66575,66575,-0.18,Baixa,2253800
2011-02-01,66575,67922,66575,67847,67847,1.91,Alta,2114000
2011-02-02,67844,68012,66643,66688,66688,-1.71,Baixa,2551400
2011-02-03,66688,66849,66091,66765,66765,0.12,Alta,2380800
2011-02-04,66752,66946,65160,65269,65269,-2.24,Baixa,2676800
2011-02-07,65272,65893,64916,65362,65362,0.14,Alta,1980400
2011-02-08,65359,66238,65110,65771,65771,0.63,Alta,2764000
2011-02-09,65767,65767,64016,64218,64218,-2.36,Baixa,2811400
2011-02-10,64217,65106,64185,64578,64578,0.56,Alta,2356400
2011-02-11,64582,65890,64562,65756,65756,1.82,Alta,2396400
2011-02-14,65751,66743,65462,66558,66558,1.22,Alta,1945000
2011-02-15,66558,66861,66117,66341,66341,-0.33,Baixa,2355400
2011-02-16,66342,67793,66342,67571,67571,1.85,Alta,2672400
2011-02-17,67580,67876,67107,67685,67685,0.17,Alta,2147800
2011-02-18,67685,68226,67386,68067,68067,0.56,Alta,1944000
2011-02-21,68067,68067,67085,67259,67259,-1.19,Baixa,1453000
2011-02-22,67255,67570,66342,66440,66440,-1.22,Baixa,3045400
2011-02-23,66440,67266,66049,66910,66910,0.71,Alta,3335000
2011-02-24,66909,67344,66693,66949,66949,0.06,Alta,2699200
2011-02-25,66952,67632,66331,66903,66903,-0.07,Baixa,2394600
2011-02-28,66909,67458,66687,67383,67383,0.72,Alta,2640400
2011-03-01,67381,67708,66243,66243,66243,-1.69,Baixa,2166400
2011-03-02,66242,67282,66101,67282,67282,1.57,Alta,2518600
2011-03-03,67284,68188,67284,68146,68146,1.28,Alta,2254600
2011-03-04,68138,68220,67514,68012,68012,-0.20,Baixa,1840000
2011-03-09,68010,68057,67109,67264,67264,-1.10,Baixa,1407600
2011-03-10,67256,67256,65854,66041,66041,-1.82,Baixa,2375000
2011-03-11,66041,67014,65559,66685,66685,0.98,Alta,2491000
2011-03-14,66684,67333,66088,67169,67169,0.73,Alta,1874200
2011-03-15,67168,67168,65463,67005,67005,-0.24,Baixa,2852200
2011-03-16,67011,67502,65663,66003,66003,-1.50,Baixa,3056800
2011-03-17,66017,66950,66015,66216,66216,0.32,Alta,1985000
2011-03-18,66217,67384,66217,66880,66880,1.00,Alta,2842800
2011-03-21,66887,67676,66656,66690,66690,-0.28,Baixa,2557400
2011-03-22,66684,67631,66531,67578,67578,1.33,Alta,2357800
2011-03-23,67570,67918,67317,67796,67796,0.32,Alta,2145600
2011-03-24,67799,68009,67406,67533,67533,-0.39,Baixa,1819800
2011-03-25,67528,68256,67497,67766,67766,0.35,Alta,2223800
2011-03-28,67767,68070,67193,67193,67193,-0.85,Baixa,1444400
2011-03-29,67194,67862,67046,67419,67419,0.34,Alta,1768200
2011-03-30,67423,68004,67423,67997,67997,0.86,Alta,1859800
2011-03-31,68000,68606,68000,68587,68587,0.87,Alta,2124400
2011-04-01,68588,69387,68588,69268,69268,0.99,Alta,2397400
2011-04-04,69270,69787,69270,69704,69704,0.63,Alta,1200
2011-04-05,69704,70047,69465,69838,69838,0.19,Alta,0
2011-04-06,69841,70108,68954,69037,69037,-1.15,Baixa,0
2011-04-07,69040,69334,68695,69176,69176,0.20,Alta,0
2011-04-08,69180,69430,68472,68718,68718,-0.66,Baixa,2111400
2011-04-11,68719,69177,68029,68164,68164,-0.81,Baixa,2173800
2011-04-12,68153,68153,66721,66896,66896,-1.86,Baixa,2525800
2011-04-13,66909,67411,66251,66486,66486,-0.61,Baixa,2515200
2011-04-14,66483,67042,66090,66279,66279,-0.31,Baixa,2259000
2011-04-15,66281,66765,65832,66684,66684,0.61,Alta,2145800
2011-04-18,66689,66706,65158,65415,65415,-1.90,Baixa,3060400
2011-04-19,65417,66257,65417,66158,66158,1.14,Alta,2214400
2011-04-20,66165,67077,66165,67058,67058,1.36,Alta,2397400
2011-04-25,67058,67124,66552,66972,66972,-0.13,Baixa,1385800
2011-04-26,66972,67413,66722,67144,67144,0.26,Alta,1726600
2011-04-27,67143,67228,65885,66264,66264,-1.31,Baixa,2151200
2011-04-28,66249,66249,65105,65673,65673,-0.89,Baixa,3090000
2011-04-29,65664,66294,65461,66133,66133,0.70,Alta,2645000
2011-05-02,66119,66500,65346,65463,65463,-1.01,Baixa,2306800
2011-05-03,65458,65468,64244,64318,64318,-1.75,Baixa,2235400
2011-05-04,64320,64807,63548,63616,63616,-1.09,Baixa,2490000
