Date,Open,High,Low,Close,Adj Close,Var.Day(%),Class,Volume
2005-05-04,24738,25560,24738,25474,25474,3.07,Alta,0
2005-05-05,25478,25697,25225,25436,25436,-0.15,Baixa,0
2005-05-06,25437,25808,25437,25589,25589,0.60,Alta,0
2005-05-09,25593,25623,25404,25465,25465,-0.48,Baixa,0
2005-05-10,25467,25530,24636,24763,24763,-2.76,Baixa,0
2005-05-11,24765,24837,24290,24699,24699,-0.26,Baixa,0
2005-05-12,24699,24923,23985,24117,24117,-2.36,Baixa,0
2005-05-13,24115,24260,23680,23887,23887,-0.95,Baixa,0
2005-05-16,23883,24381,23765,24379,24379,2.06,Alta,0
2005-05-17,24362,24513,24024,24413,24413,0.14,Alta,0
2005-05-18,24410,24967,24410,24898,24898,1.99,Alta,0
2005-05-19,24882,24882,24530,24829,24829,-0.28,Baixa,0
2005-05-20,24827,24836,24494,24522,24522,-1.24,Baixa,0
2005-05-23,24525,24586,24208,24215,24215,-1.25,Baixa,0
2005-05-24,24215,24583,24012,24545,24545,1.36,Alta,0
2005-05-25,24541,24682,24345,24478,24478,-0.27,Baixa,0
2005-05-27,24480,25270,24480,25255,25255,3.17,Alta,0
2005-05-30,25248,25616,25215,25424,25424,0.67,Alta,0
2005-05-31,25426,25633,25154,25207,25207,-0.85,Baixa,0
2005-06-01,25209,25993,25209,25949,25949,2.94,Alta,0
2005-06-02,25950,26755,25930,26640,26640,2.66,Alta,0
2005-06-03,26642,26692,26145,26366,26366,-1.03,Baixa,0
2005-06-06,26363,26363,25217,25556,25556,-3.07,Baixa,0
2005-06-07,25556,25556,24933,25026,25026,-2.07,Baixa,0
2005-06-08,25026,25423,24645,24702,24702,-1.29,Baixa,0
2005-06-09,24702,24702,24224,24484,24484,-0.88,Baixa,0
2005-06-10,24484,25049,24484,24951,24951,1.91,Alta,0
2005-06-13,24955,25309,24846,24902,24902,-0.20,Baixa,0
2005-06-14,24898,25789,24330,25744,25744,3.38,Alta,0
2005-06-15,25744,25744,24916,25481,25481,-1.02,Baixa,0
2005-06-16,25479,25895,25479,25751,25751,1.06,Alta,0
2005-06-17,25752,26267,25752,26093,26093,1.33,Alta,0
2005-06-20,26093,26142,25764,26046,26046,-0.18,Baixa,0
2005-06-21,26046,26130,25578,25722,25722,-1.24,Baixa,0
2005-06-22,25730,25755,25324,25678,25678,-0.17,Baixa,0
2005-06-23,25678,25704,24816,24816,24816,-3.36,Baixa,0
2005-06-24,24811,25011,24725,24917,24917,0.41,Alta,0
2005-06-27,24917,25306,24640,25226,25226,1.24,Alta,0
2005-06-28,25226,25454,25098,25261,25261,0.14,Alta,0
2005-06-29,25267,25451,25031,25126,25126,-0.53,Baixa,0
2005-06-30,25132,25279,25051,25051,25051,-0.30,Baixa,0
2005-07-01,25051,25409,25047,25311,25311,1.04,Alta,0
2005-07-04,25314,25314,24899,25045,25045,-1.05,Baixa,0
2005-07-05,25042,25059,24526,24675,24675,-1.48,Baixa,0
2005-07-06,24677,24677,24267,24517,24517,-0.64,Baixa,0
2005-07-07,24513,24603,24192,24450,24450,-0.27,Baixa,0
2005-07-08,24452,24657,24287,24423,24423,-0.11,Baixa,0
2005-07-11,24425,25032,24425,25016,25016,2.43,Alta,0
2005-07-12,25027,25576,24932,25536,25536,2.08,Alta,0
2005-07-13,25557,26043,25557,25856,25856,1.25,Alta,0
2005-07-14,25859,26142,25725,25920,25920,0.25,Alta,0
2005-07-15,25916,25916,25222,25222,25222,-2.69,Baixa,0
2005-07-18,25222,25412,24916,25321,25321,0.39,Alta,0
2005-07-19,25312,25312,24960,25271,25271,-0.20,Baixa,0
2005-07-20,25268,25795,24970,25705,25705,1.72,Alta,0
2005-07-21,25706,25964,25505,25842,25842,0.53,Alta,0
2005-07-22,25834,25848,25244,25391,25391,-1.75,Baixa,0
2005-07-25,25388,25388,24410,24531,24531,-3.39,Baixa,0
2005-07-26,24506,24899,24328,24868,24868,1.37,Alta,0
2005-07-27,24882,25362,24774,25338,25338,1.89,Alta,0
2005-07-28,25340,26125,25340,26068,26068,2.88,Alta,0
2005-07-29,26065,26306,25946,26042,26042,-0.10,Baixa,0
2005-08-01,26042,26452,25911,26298,26298,0.98,Alta,0
2005-08-02,26325,26824,26325,26789,26789,1.87,Alta,0
2005-08-03,26789,27317,26638,26714,26714,-0.28,Baixa,0
2005-08-04,26714,26960,26440,26470,26470,-0.91,Baixa,0
2005-08-05,26469,26881,26350,26518,26518,0.18,Alta,0
2005-08-08,26521,26985,26521,26711,26711,0.73,Alta,0
2005-08-09,26711,27291,26711,27291,27291,2.17,Alta,0
2005-08-10,27291,27606,26935,27117,27117,-0.64,Baixa,0
2005-08-11,27099,27512,26494,26633,26633,-1.78,Baixa,0
2005-08-12,26629,26951,25734,26951,26951,1.19,Alta,0
2005-08-15,26960,27413,26944,27375,27375,1.57,Alta,0
2005-08-16,27376,27696,26967,27080,27080,-1.08,Baixa,0
2005-08-17,27084,27519,27057,27416,27416,1.24,Alta,0
2005-08-18,27395,27419,26806,26900,26900,-1.88,Baixa,0
2005-08-19,26909,27183,26129,26644,26644,-0.95,Baixa,0
2005-08-22,26647,27287,26647,27261,27261,2.32,Alta,0
2005-08-23,27261,27264,26648,26769,26769,-1.80,Baixa,0
2005-08-24,26769,26862,26479,26712,26712,-0.21,Baixa,0
2005-08-25,26712,27403,26712,27402,27402,2.58,Alta,0
2005-08-26,27397,27422,27008,27095,27095,-1.12,Baixa,0
2005-08-29,27113,27432,26981,27385,27385,1.07,Alta,0
2005-08-30,27385,27619,27339,27604,27604,0.80,Alta,0
2005-08-31,27626,28072,27626,28045,28045,1.60,Alta,0
2005-09-01,28044,28237,27799,27962,27962,-0.30,Baixa,0
2005-09-02,27972,28347,27972,28319,28319,1.28,Alta,0
2005-09-05,28322,28579,28322,28522,28522,0.72,Alta,0
2005-09-06,28523,28855,28338,28855,28855,1.17,Alta,0
2005-09-08,28855,28956,28709,28828,28828,-0.09,Baixa,0
2005-09-09,28837,29387,28820,29308,29308,1.67,Alta,0
2005-09-12,29308,29331,28991,29086,29086,-0.76,Baixa,0
2005-09-13,29084,29194,28814,28873,28873,-0.73,Baixa,0
2005-09-14,28874,29152,28842,29050,29050,0.61,Alta,0
2005-09-15,29048,29561,29048,29366,29366,1.09,Alta,0
2005-09-16,29368,29863,29368,29816,29816,1.53,Alta,0
2005-09-19,29816,30076,29715,30076,30076,0.87,Alta,0
2005-09-20,30076,30370,29889,30059,30059,-0.06,Baixa,0
2005-09-21,30059,30890,29815,30837,30837,2.59,Alta,0
2005-09-22,30839,30931,30422,30678,30678,-0.52,Baixa,0
2005-09-23,30683,31371,30683,31294,31294,2.01,Alta,0
2005-09-26,31301,31565,30957,31141,31141,-0.49,Baixa,0
2005-09-27,31146,31219,30593,30875,30875,-0.85,Baixa,0
2005-09-28,30879,31405,30879,31317,31317,1.43,Alta,0
2005-09-29,31318,31524,30839,31209,31209,-0.34,Baixa,0
2005-09-30,31209,31584,31135,31584,31584,1.20,Alta,0
2005-10-03,31582,31985,31542,31856,31856,0.86,Alta,0
2005-10-04,31857,32052,31235,31284,31284,-1.80,Baixa,0
2005-10-05,31272,31272,30118,30164,30164,-3.58,Baixa,0
2005-10-06,30165,30241,28893,29227,29227,-3.11,Baixa,0
2005-10-07,29227,30213,29227,29973,29973,2.55,Alta,0
2005-10-10,29982,30502,29982,30277,30277,1.01,Alta,0
2005-10-11,30275,30775,30275,30614,30614,1.11,Alta,0
2005-10-13,30561,30561,29337,29880,29880,-2.40,Baixa,0
2005-10-14,29880,30251,29090,29770,29770,-0.37,Baixa,0
2005-10-17,29777,30377,29777,30242,30242,1.59,Alta,0
2005-10-18,30241,30451,29068,29068,29068,-3.88,Baixa,0
2005-10-19,29072,29558,28596,29297,29297,0.79,Alta,0
2005-10-20,29300,29975,28161,28344,28344,-3.25,Baixa,0
2005-10-21,28346,29176,28346,29176,29176,2.94,Alta,0
2005-10-24,29176,29835,29120,29835,29835,2.26,Alta,0
2005-10-25,29837,30095,29396,29498,29498,-1.13,Baixa,0
2005-10-26,29492,29971,29244,29730,29730,0.79,Alta,0
2005-10-27,29730,29842,29005,29133,29133,-2.01,Baixa,0
2005-10-28,29133,29567,29133,29318,29318,0.64,Alta,0
2005-10-31,29333,30252,29333,30194,30194,2.99,Alta,0
2005-11-01,30194,30981,30194,30900,30900,2.34,Alta,0
2005-11-03,30899,31487,30899,31100,31100,0.65,Alta,0
2005-11-04,31080,31234,30584,30888,30888,-0.68,Baixa,0
2005-11-07,30888,31363,30728,30952,30952,0.21,Alta,0
2005-11-08,30951,31078,30587,30971,30971,0.06,Alta,0
2005-11-09,30971,31232,30493,30666,30666,-0.98,Baixa,0
2005-11-10,30665,30726,30218,30725,30725,0.19,Alta,0
2005-11-11,30722,30746,30385,30511,30511,-0.70,Baixa,0
2005-11-14,30510,30510,29948,30219,30219,-0.96,Baixa,0
2005-11-16,30219,30516,30157,30482,30482,0.87,Alta,0
2005-11-17,30483,31248,30483,31087,31087,1.98,Alta,0
2005-11-18,31087,31180,30887,31102,31102,0.05,Alta,0
2005-11-21,31102,31291,30969,31110,31110,0.03,De Lado,0
2005-11-22,31110,31500,30473,31489,31489,1.22,Alta,0
2005-11-23,31489,32014,31489,31943,31943,1.44,Alta,0
2005-11-24,31938,32123,31678,31945,31945,0.01,De Lado,0
2005-11-25,31947,32059,31840,31920,31920,-0.08,Baixa,0
2005-11-28,31920,32350,31337,31358,31358,-1.76,Baixa,0
2005-11-29,31360,31767,31360,31652,31652,0.94,Alta,0
2005-11-30,31652,31918,31296,31917,31917,0.84,Alta,0
2005-12-01,31921,32700,31921,32617,32617,2.19,Alta,0
2005-12-02,32617,32936,32617,32832,32832,0.66,Alta,0
2005-12-05,32835,32910,32547,32701,32701,-0.40,Baixa,0
2005-12-06,32712,33332,32712,33223,33223,1.60,Alta,0
2005-12-07,33225,33271,32649,32757,32757,-1.40,Baixa,0
2005-12-08,32756,32997,32476,32480,32480,-0.85,Baixa,0
2005-12-09,32483,32971,32483,32922,32922,1.36,Alta,0
2005-12-12,32925,33299,32868,32971,32971,0.15,Alta,0
2005-12-13,32971,33432,32835,33420,33420,1.36,Alta,0
2005-12-14,33420,33837,33369,33629,33629,0.63,Alta,0
2005-12-15,33625,33799,33103,33193,33193,-1.30,Baixa,0
2005-12-16,33193,33579,33193,33292,33292,0.30,Alta,0
2005-12-19,33284,33496,32908,33005,33005,-0.86,Baixa,0
2005-12-20,33008,33140,32768,33067,33067,0.19,Alta,0
2005-12-21,33068,33553,33068,33517,33517,1.36,Alta,0
2005-12-22,33521,33652,33463,33513,33513,-0.01,De Lado,0
2005-12-23,33509,33575,33280,33331,33331,-0.54,Baixa,0
2005-12-26,33331,33435,33140,33298,33298,-0.10,Baixa,0
2005-12-27,33297,33631,33239,33371,33371,0.22,Alta,0
2005-12-28,33371,33463,32965,33138,33138,-0.70,Baixa,0
2005-12-29,33137,33456,33137,33456,33456,0.96,Alta,0
2006-01-02,33462,33519,32860,33507,33507,0.15,Alta,0
2006-01-03,33507,34563,33507,34541,34541,3.09,Alta,0
2006-01-04,34540,35223,34540,35002,35002,1.33,Alta,0
2006-01-05,35006,35088,34681,34936,34936,-0.19,Baixa,0
2006-01-06,35170,35529,34940,35475,35475,1.54,Alta,0
2006-01-09,35475,35601,35108,35337,35337,-0.39,Baixa,0
2006-01-10,35338,35338,34687,35049,35049,-0.82,Baixa,0
2006-01-11,35050,35953,35050,35952,35952,2.58,Alta,0
2006-01-12,35953,36286,35641,35779,35779,-0.48,Baixa,0
2006-01-13,35779,35951,35480,35897,35897,0.33,Alta,0
2006-01-16,35897,36534,35891,36534,36534,1.77,Alta,0
2006-01-17,36534,36534,35817,36119,36119,-1.14,Baixa,0
2006-01-18,36115,36115,35380,35805,35805,-0.87,Baixa,0
2006-01-19,35813,36979,35813,36858,36858,2.94,Alta,0
2006-01-20,36857,36938,36432,36695,36695,-0.44,Baixa,0
2006-01-23,36687,36771,36213,36632,36632,-0.17,Baixa,0
2006-01-24,36632,37428,36632,37400,37400,2.10,Alta,0
2006-01-26,37402,38031,37402,38014,38014,1.64,Alta,0
2006-01-27,38018,38804,37688,37822,37822,-0.51,Baixa,0
2006-01-30,37824,38276,37501,38242,38242,1.11,Alta,0
2006-01-31,38243,38456,37630,38383,38383,0.37,Alta,0
2006-02-01,38382,38500,37886,38485,38485,0.27,Alta,0
2006-02-02,38482,38508,37237,37304,37304,-3.07,Baixa,0
2006-02-03,37304,37609,36526,37262,37262,-0.11,Baixa,0
2006-02-06,37262,37776,37229,37321,37321,0.16,Alta,0
2006-02-07,37320,37376,36556,36562,36562,-2.03,Baixa,0
2006-02-08,36553,36784,36183,36499,36499,-0.17,Baixa,0
2006-02-09,36501,37177,36501,36882,36882,1.05,Alta,0
2006-02-10,36886,37813,36633,36975,36975,0.25,Alta,0
2006-02-13,36975,37076,36114,36114,36114,-2.33,Baixa,0
2006-02-14,36117,36734,35891,36627,36627,1.42,Alta,0
2006-02-15,36629,37447,36422,37239,37239,1.67,Alta,0
2006-02-16,37245,38268,37245,38256,38256,2.73,Alta,0
2006-02-17,38256,38642,38256,38422,38422,0.43,Alta,0
2006-02-20,38418,38678,38032,38539,38539,0.30,Alta,0
2006-02-21,38541,38978,38166,38166,38166,-0.97,Baixa,0
2006-02-22,38166,38633,38056,38246,38246,0.21,Alta,0
2006-02-23,38242,38522,37747,38405,38405,0.42,Alta,0
2006-02-24,38406,38610,38337,38610,38610,0.53,Alta,0
2006-03-01,38610,39203,38533,39178,39178,1.47,Alta,0
2006-03-02,39182,39367,38989,39126,39126,-0.13,Baixa,0
2006-03-03,39129,39356,38716,39240,39240,0.29,Alta,0
2006-03-06,39241,39395,38348,38354,38354,-2.26,Baixa,0
2006-03-07,38350,38350,37130,37423,37423,-2.43,Baixa,0
2006-03-08,37421,37421,36446,37289,37289,-0.36,Baixa,0
2006-03-09,37289,37739,36085,36312,36312,-2.62,Baixa,0
2006-03-10,36328,37161,36218,36891,36891,1.59,Alta,0
2006-03-13,36891,37259,36513,36793,36793,-0.27,Baixa,0
2006-03-14,36789,37541,36417,37541,37541,2.03,Alta,0
2006-03-15,37546,38341,37543,38244,38244,1.87,Alta,0
2006-03-16,38245,38578,37962,38157,38157,-0.23,Baixa,0
2006-03-17,38159,38268,37769,38049,38049,-0.28,Baixa,0
2006-03-20,38049,38500,37978,38204,38204,0.41,Alta,0
2006-03-21,38204,38204,37351,37398,37398,-2.11,Baixa,0
2006-03-22,37398,37851,37156,37851,37851,1.21,Alta,0
2006-03-23,37850,38128,37207,37474,37474,-1.00,Baixa,0
2006-03-24,37473,37775,37301,37577,37577,0.27,Alta,0
2006-03-27,37577,37893,37153,37641,37641,0.17,Alta,0
2006-03-28,37640,37731,36682,36682,36682,-2.55,Baixa,0
2006-03-29,36684,37492,36684,37492,37492,2.21,Alta,0
2006-03-30,37493,38089,37469,37777,37777,0.76,Alta,0
2006-03-31,37783,38016,37619,37952,37952,0.46,Alta,0
2006-04-03,37952,38851,37952,38717,38717,2.02,Alta,0
2006-04-04,38718,39086,38606,38802,38802,0.22,Alta,0
2006-04-05,38803,39054,38475,39053,39053,0.65,Alta,0
2006-04-06,39053,39310,38700,39285,39285,0.59,Alta,0
2006-04-07,39285,39397,38630,38926,38926,-0.91,Baixa,0
2006-04-10,38927,38927,38239,38475,38475,-1.16,Baixa,0
2006-04-11,38478,38885,37823,37901,37901,-1.49,Baixa,0
2006-04-12,37901,38448,37816,38427,38427,1.39,Alta,0
2006-04-13,38426,38479,37984,38082,38082,-0.90,Baixa,0
2006-04-17,38086,38698,38086,38462,38462,1.00,Alta,0
2006-04-18,38466,39584,38466,39572,39572,2.89,Alta,0
2006-04-19,39581,40026,39492,39938,39938,0.92,Alta,0
2006-04-20,39941,40278,39435,39775,39775,-0.41,Baixa,0
2006-04-24,39775,40089,39616,39751,39751,-0.06,Baixa,0
2006-04-25,39753,39953,39577,39738,39738,-0.03,De Lado,0
2006-04-26,39739,40422,39739,40410,40410,1.69,Alta,0
2006-04-27,40410,40410,39631,39751,39751,-1.63,Baixa,0
2006-04-28,39752,40425,39752,40363,40363,1.54,Alta,0
2006-05-02,40365,41017,40277,41017,41017,1.62,Alta,0
2006-05-03,41016,41068,40574,40920,40920,-0.24,Baixa,0
2006-05-04,40926,41258,40894,40976,40976,0.14,Alta,0
2006-05-05,40976,41449,40976,41417,41417,1.08,Alta,0
2006-05-08,41417,41693,41095,41515,41515,0.24,Alta,0
2006-05-09,41505,42016,41446,41979,41979,1.12,Alta,0
2006-05-10,41981,41985,41418,41752,41752,-0.54,Baixa,0
2006-05-11,41758,42062,40777,40847,40847,-2.17,Baixa,0
2006-05-12,40847,40862,40121,40223,40223,-1.53,Baixa,0
2006-05-15,39688,40209,38871,39271,39271,-2.37,Baixa,0
2006-05-16,39271,39953,38923,39416,39416,0.37,Alta,0
2006-05-17,39411,39411,38099,38291,38291,-2.85,Baixa,0
2006-05-18,38290,38591,37807,37807,37807,-1.26,Baixa,0
2006-05-19,37820,38465,37325,37733,37733,-0.20,Baixa,0
2006-05-22,37732,37732,35664,36497,36497,-3.28,Baixa,0
2006-05-23,36498,37567,36099,36110,36110,-1.06,Baixa,0
2006-05-24,36104,36341,34911,35792,35792,-0.88,Baixa,0
2006-05-25,35794,37569,35794,37569,37569,4.96,Alta,0
2006-05-26,37574,38510,37574,38506,38506,2.49,Alta,0
2006-05-29,38634,38734,38055,38145,38145,-0.94,Baixa,0
2006-05-30,38149,38149,36413,36413,36413,-4.54,Baixa,0
2006-05-31,36414,37216,36362,36530,36530,0.32,Alta,0
2006-06-01,36531,37748,36502,37748,37748,3.33,Alta,0
2006-06-02,37750,38437,37411,37942,37942,0.51,Alta,0
2006-06-05,37939,37976,36670,36740,36740,-3.17,Baixa,0
2006-06-06,36740,36740,35673,36558,36558,-0.50,Baixa,0
2006-06-07,36559,36771,35262,35264,35264,-3.54,Baixa,0
2006-06-08,35262,35608,34360,35438,35438,0.49,Alta,0
2006-06-09,35438,36181,35075,35075,35075,-1.02,Baixa,0
2006-06-12,35083,35266,33537,33555,33555,-4.33,Baixa,0
2006-06-13,33535,33582,32824,32848,32848,-2.11,Baixa,0
2006-06-14,32848,33474,32057,32941,32941,0.28,Alta,0
2006-06-16,32942,34543,32942,34399,34399,4.43,Alta,0
2006-06-19,34407,34669,33549,33897,33897,-1.46,Baixa,0
2006-06-20,33897,34156,33568,33632,33632,-0.78,Baixa,0
2006-06-21,33632,34601,33216,34547,34547,2.72,Alta,0
2006-06-22,34544,34714,34226,34317,34317,-0.67,Baixa,0
2006-06-23,34314,34864,33880,34661,34661,1.00,Alta,0
2006-06-26,34663,34875,34584,34631,34631,-0.09,Baixa,0
2006-06-27,34631,35015,34368,34376,34376,-0.74,Baixa,0
2006-06-28,34374,34837,34349,34835,34835,1.34,Alta,0
2006-06-29,34835,36487,34835,36487,36487,4.74,Alta,0
2006-06-30,36487,37036,36359,36631,36631,0.39,Alta,0
2006-07-03,36629,37402,36534,37357,37357,1.98,Alta,0
2006-07-04,37358,37601,37188,37367,37367,0.03,De Lado,0
2006-07-05,37366,37366,36304,36378,36378,-2.65,Baixa,0
2006-07-06,36380,36993,36380,36533,36533,0.43,Alta,0
2006-07-07,36541,36796,35850,36102,36102,-1.18,Baixa,0
2006-07-10,36107,36427,35863,36141,36141,0.11,Alta,0
2006-07-11,36137,36581,35590,36554,36554,1.14,Alta,0
2006-07-12,36555,36747,36189,36230,36230,-0.89,Baixa,0
2006-07-13,36221,36221,35344,35354,35354,-2.42,Baixa,0
2006-07-14,35353,35651,35001,35350,35350,-0.01,De Lado,0
2006-07-17,35344,35469,34814,34866,34866,-1.37,Baixa,0
2006-07-18,34871,35311,34591,35130,35130,0.76,Alta,0
2006-07-19,35136,36785,35136,36785,36785,4.71,Alta,0
2006-07-20,36786,37043,35847,35847,35847,-2.55,Baixa,0
2006-07-21,35847,36144,35307,35510,35510,-0.94,Baixa,0
2006-07-24,35525,36283,35525,36224,36224,2.01,Alta,0
2006-07-25,36223,36709,36011,36681,36681,1.26,Alta,0
2006-07-26,36681,36951,36475,36594,36594,-0.24,Baixa,0
2006-07-27,36595,37112,36593,36888,36888,0.80,Alta,0
2006-07-28,36886,37522,36841,37381,37381,1.34,Alta,0
2006-07-31,37381,37399,37077,37077,37077,-0.81,Baixa,0
2006-08-01,37077,37084,36536,36839,36839,-0.64,Baixa,0
2006-08-02,36843,37481,36834,37288,37288,1.22,Alta,0
2006-08-03,37288,37688,36893,37451,37451,0.44,Alta,0
2006-08-04,37462,38172,37462,37848,37848,1.06,Alta,0
2006-08-07,37845,37879,37518,37698,37698,-0.40,Baixa,0
2006-08-08,37699,38081,37532,37600,37600,-0.26,Baixa,0
2006-08-09,37602,38086,37180,37255,37255,-0.92,Baixa,0
2006-08-10,37255,37423,36929,37354,37354,0.27,Alta,0
2006-08-11,37354,37502,36886,36944,36944,-1.10,Baixa,0
2006-08-14,36950,37184,36490,36557,36557,-1.05,Baixa,0
2006-08-15,36559,37417,36559,37296,37296,2.02,Alta,0
2006-08-16,37296,37697,37210,37678,37678,1.02,Alta,0
2006-08-17,37451,38022,37402,37559,37559,-0.32,Baixa,0
2006-08-18,37559,37589,37178,37552,37552,-0.02,De Lado,0
2006-08-21,37550,37550,37139,37161,37161,-1.04,Baixa,0
2006-08-22,37161,37255,36511,36678,36678,-1.30,Baixa,0
2006-08-23,36675,36690,35512,35512,35512,-3.18,Baixa,0
2006-08-24,35514,35872,35123,35797,35797,0.80,Alta,0
2006-08-25,35795,36128,35586,35958,35958,0.45,Alta,0
2006-08-28,35958,36389,35649,36375,36375,1.16,Alta,0
2006-08-29,36384,36617,36013,36304,36304,-0.20,Baixa,0
2006-08-30,36303,36520,36125,36313,36313,0.02,De Lado,144235600
2006-08-31,36313,36606,36013,36232,36232,-0.22,Baixa,0
2006-09-01,36232,37329,36232,37329,37329,3.03,Alta,98953400
2006-09-04,37330,37739,37287,37693,37693,0.98,Alta,83711000
2006-09-05,37693,37693,37271,37368,37368,-0.86,Baixa,104148400
2006-09-06,37368,37368,36710,36710,36710,-1.76,Baixa,99016400
2006-09-08,36705,36725,36495,36558,36558,-0.41,Baixa,80359000
2006-09-11,36561,36561,35666,35772,35772,-2.15,Baixa,158480500
2006-09-12,35777,36147,35626,36147,36147,1.05,Alta,127765600
2006-09-13,36147,36726,36034,36550,36550,1.11,Alta,142775800
2006-09-14,36548,36680,36087,36154,36154,-1.08,Baixa,91091800
2006-09-15,36154,36469,35878,36170,36170,0.04,Alta,81902200
2006-09-18,36168,36670,36134,36483,36483,0.87,Alta,68704200
2006-09-19,36477,36487,35555,35886,35886,-1.64,Baixa,115664900
2006-09-20,35889,36069,34928,35197,35197,-1.92,Baixa,153831600
2006-09-21,35199,35332,34624,34830,34830,-1.04,Baixa,198934000
2006-09-22,34829,34897,34397,34799,34799,-0.09,Baixa,131281600
2006-09-25,34803,35054,34127,34973,34973,0.50,Alta,126964700
2006-09-26,34972,35827,34972,35819,35819,2.42,Alta,121505000
2006-09-27,35817,36114,35611,36106,36106,0.80,Alta,152445400
2006-09-28,36105,36487,36031,36486,36486,1.05,Alta,124881800
2006-09-29,36486,36570,36261,36449,36449,-0.10,Baixa,128959000
2006-10-02,36450,37317,36450,37058,37058,1.67,Alta,149989200
2006-10-03,37057,37057,36438,36438,36438,-1.67,Baixa,121786200
2006-10-04,36441,37780,36441,37749,37749,3.60,Alta,201054100
2006-10-05,37750,38205,37624,37977,37977,0.60,Alta,147085300
2006-10-06,37976,37976,37493,37940,37940,-0.10,Baixa,88616400
2006-10-09,37930,38626,37736,38406,38406,1.23,Alta,111501800
2006-10-10,38411,38778,38407,38655,38655,0.65,Alta,119440600
2006-10-11,38652,38652,38091,38322,38322,-0.86,Baixa,87991000
2006-10-13,38328,39177,38328,38850,38850,1.38,Alta,112580700
2006-10-16,38852,39261,38672,39229,39229,0.98,Alta,110698100
2006-10-17,39226,39226,38672,38898,38898,-0.84,Baixa,88848400
2006-10-18,38898,39446,38557,38686,38686,-0.55,Baixa,208399200
2006-10-19,38595,38940,38561,38920,38920,0.60,Alta,0
2006-10-20,38919,38958,38440,38643,38643,-0.71,Baixa,71733800
2006-10-23,38643,39227,38273,39227,39227,1.51,Alta,101060500
2006-10-24,39227,39552,39091,39499,39499,0.69,Alta,74334200
2006-10-25,39499,39721,39341,39563,39563,0.16,Alta,122633500
2006-10-26,39563,39843,39365,39645,39645,0.21,Alta,98565000
2006-10-27,39640,39746,39293,39328,39328,-0.80,Baixa,115174800
2006-10-30,39327,39340,38681,38900,38900,-1.09,Baixa,94526000
2006-10-31,38900,39263,38880,39263,39263,0.93,Alta,166833700
2006-11-01,39279,40104,39279,39930,39930,1.70,Alta,151358200
2006-11-03,39930,40482,39924,40435,40435,1.26,Alta,160846800
2006-11-06,40437,41256,40437,41247,41247,2.01,Alta,171533400
2006-11-07,41247,41402,40863,41048,41048,-0.48,Baixa,129699300
2006-11-08,41042,41345,40624,41334,41334,0.70,Alta,142110100
2006-11-09,41334,41813,40657,40815,40815,-1.26,Baixa,140119600
2006-11-10,40815,40942,40322,40720,40720,-0.23,Baixa,163280500
2006-11-13,40724,40724,40038,40606,40606,-0.28,Baixa,116856500
2006-11-14,40607,41342,40607,41291,41291,1.69,Alta,141768700
2006-11-16,41296,41781,41153,41162,41162,-0.31,Baixa,157412900
2006-11-17,41164,41164,40482,41029,41029,-0.32,Baixa,0
2006-11-21,41029,41570,40986,41570,41570,1.32,Alta,118526800
2006-11-22,41579,41951,41308,41913,41913,0.83,Alta,109892600
2006-11-23,41913,42308,41913,42070,42070,0.37,Alta,91746800
2006-11-24,42071,42071,41468,41758,41758,-0.74,Baixa,92538600
2006-11-27,41758,41758,40722,40915,40915,-2.02,Baixa,0
2006-11-28,40915,41083,40428,41043,41043,0.31,Alta,0
2006-11-29,41041,41988,41041,41970,41970,2.26,Alta,146202300
2006-11-30,41971,42175,41497,41932,41932,-0.09,Baixa,141201400
2006-12-01,41930,42095,41192,41327,41327,-1.44,Baixa,84178800
2006-12-04,41329,42660,41282,42654,42654,3.21,Alta,86575800
2006-12-05,42652,43261,42636,43157,43157,1.18,Alta,97888000
2006-12-06,43158,43422,42831,43096,43096,-0.14,Baixa,87843400
2006-12-07,43097,43506,42758,42909,42909,-0.43,Baixa,81579600
2006-12-08,42910,43303,42818,42978,42978,0.16,Alta,66396000
2006-12-11,42968,43432,42968,43297,43297,0.74,Alta,99182800
2006-12-12,43297,43297,42794,43018,43018,-0.64,Baixa,94209200
2006-12-13,43026,43394,42783,43285,43285,0.62,Alta,194334000
2006-12-14,43291,43797,43291,43755,43755,1.09,Alta,155097100
2006-12-15,43755,44263,43447,43596,43596,-0.36,Baixa,140263800
2006-12-18,43596,44048,43400,43509,43509,-0.20,Baixa,138330400
2006-12-19,43038,43590,42891,43590,43590,0.19,Alta,0
2006-12-20,43592,43946,43379,43502,43502,-0.20,Baixa,111485500
2006-12-21,43505,43689,43100,43385,43385,-0.27,Baixa,80744600
2006-12-22,43385,43602,43125,43356,43356,-0.07,Baixa,65730800
2006-12-26,43356,43611,43356,43603,43603,0.57,Alta,47331000
2006-12-27,43602,44526,43602,44526,44526,2.12,Alta,101324300
2006-12-28,44526,44675,44373,44474,44474,-0.12,Baixa,113108900
2007-01-02,44476,45388,44476,45383,45383,2.04,Alta,75560200
2007-01-03,45379,45379,44284,44445,44445,-2.07,Baixa,122372800
2007-01-04,44442,44442,43623,44020,44020,-0.96,Baixa,86577000
2007-01-05,44019,44081,42160,42245,42245,-4.03,Baixa,164055000
2007-01-08,42249,42926,42144,42830,42830,1.38,Alta,114007100
